date,services,abbrev,time,filename_each,streetlevel_airtemp_c,turnstile_level_airtemp_c
071624,BD,KR,M,"FLIR071624BDKRM01, FLIR071624BDKRM02, FLIR071624BDKRM03",32.2,
071624,BD,FR,M,FLIR071624BDFRM01,32.9,
071624,BD,182,M,"FLIR071624BD182M01, FLIR071624BD182M02, FLIR071624BD182M03",33.5,
071624,BD,TA,M,"FLIR071624BDTAM01, FLIR071624BDTAM02, FLIR071624BDTAM03",32.6,
071624,BD,174,M,"FLIR071624BD174M01, FLIR071624BD174M02",32.5,
071624,BD,170,M,"FLIR071624BD170M01, FLIR071624BD170M02",32.3,
071624,BD,167,M,"FLIR071624BD167M01, FLIR071624BD167M02, FLIR071624BD167M03",32.5,
071624,BD,161,M,"FLIR071624BD161M01, FLIR071624BD161M02, FLIR071624BD161M03, FLIR071624BD161M04, FLIR071624BD161M05",33.5,
072524,BD,205,M,"FLIR072524BD205M01, FLIR072524BD205M02",27.0,
072524,BD,BPB,M,"FLIR072524BDBPBM01, FLIR072524BDBPBM02",30.2,
072524,BD,KR,M,"FLIR072524BDKRM01, FLIR072524BDKRM02",28.4,
072524,BD,182,M,"FLIR072524BD182M01, FLIR072524BD182M02",29.2,
072524,BD,TA,M,"FLIR072524BDTAM01, FLIR072524BDTAM02",28.8,
072524,BD,174,M,"FLIR072524BD174M01, FLIR072524BD174M02",27.4,
072524,BD,170,M,"FLIR072524BD170M01, FLIR072524BD170M02",29.2,
072524,BD,167,M,"FLIR072524BD167M01, FLIR072524BD167M02",29.4,
072524,BD,161,M,"FLIR072524BD161M01, FLIR072524BD161M02",30.4,
073024,BD,205,M,"FLIR073024BD205M01, FLIR073024BD205M02, FLIR073024BD205M03",28.0,
073024,BD,BPB,M,"FLIR073024BDBPBM01, FLIR073024BDBPBM02, FLIR073024BDBPBM03",27.3,
073024,BD,KR,M,"FLIR073024BDKRM01, FLIR073024BDKRM02, FLIR073024BDKRM03",28.4,
073024,BD,FR,M,"FLIR073024BDFRM01, FLIR073024BDFRM02, FLIR073024BDFRM03",26.6,
073024,BD,182,M,"FLIR073024BD182M01, FLIR073024BD182M02, FLIR073024BD182M03, FLIR073024BD182M04, FLIR073024BD182M05, FLIR073024BD182M06",27.1,
073024,BD,TA,M,"FLIR073024BDTAM01, FLIR073024BDTAM02, FLIR073024BDTAM03, FLIR073024BDTAM04, FLIR073024BDTAM05",27.0,
073024,BD,174,M,"FLIR073024BD174M01, FLIR073024BD174M02, FLIR073024BD174M03, FLIR073024BD174M04",29.1,
073024,BD,170,M,"FLIR073024BD170M01, FLIR073024BD170M02, FLIR073024BD170M03, FLIR073024BD170M04",29.1,
073024,BD,167,M,"FLIR073024BD167M01, FLIR073024BD167M02, FLIR073024BD167M03, FLIR073024BD167M04",30.2,
073024,BD,161,M,"FLIR073024BD161M01, FLIR073024BD161M02, FLIR073024BD161M03, FLIR073024BD161M04",30.5,
073024,BD,205,A,"FLIR073024BD205A01, FLIR073024BD205A02, FLIR073024BD205A03",30.5,
073024,BD,BPB,A,"FLIR073024BDBPBA01, FLIR073024BDBPBA02, FLIR073024BDBPBA03, FLIR073024BDBPBA04",30.4,
073024,BD,KR,A,"FLIR073024BDKRA01, FLIR073024BDKRA02, FLIR073024BDKRA03, FLIR073024BDKRA04",30.3,
073024,BD,FR,A,"FLIR073024BDFRA01, FLIR073024BDFRA02, FLIR073024BDFRA03",30.4,
073024,BD,182,A,"FLIR073024BD182A01, FLIR073024BD182A02, FLIR073024BD182A03, FLIR073024BD182A04",30.4,
073024,BD,TA,A,"FLIR073024BDTAA01, FLIR073024BDTAA02, FLIR073024BDTAA03, FLIR073024BDTAA04",29.8,
073024,BD,174,A,"FLIR073024BD174A01, FLIR073024BD174A02, FLIR073024BD174A03",30.9,
073024,BD,170,A,"FLIR073024BD170A01, FLIR073024BD170A02, FLIR073024BD170A03",30.7,
073024,BD,167,A,"FLIR073024BD167A01, FLIR073024BD167A02, FLIR073024BD167A03",30.8,
073024,BD,161,A,"FLIR073024BD161A01, FLIR073024BD161A02, FLIR073024BD161A03, FLIR073024BD161A04",31.6,
070824,BD,205,M,"FLIR070824BD205M01, FLIR070824BD205M02, FLIR070824BD205M03",29.8,
070824,BD,BPB,M,"FLIR070824BDBPBM01, FLIR070824BDBPBM02, FLIR070824BDBPBM03",30.3,
070824,BD,KR,M,"FLIR070824BDKRM01, FLIR070824BDKRM02, FLIR070824BDKRM03",29.7,
070824,BD,FR,M,"FLIR070824BDFRM01, FLIR070824BDFRM02",30.7,
070824,BD,182,M,"FLIR070824BD182M01, FLIR070824BD182M02, FLIR070824BD182M03, FLIR070824BD182M04",32.2,
070824,BD,TA,M,"FLIR070824BDTAM01, FLIR070824BDTAM02, FLIR070824BDTAM03",29.9,
070824,BD,174,M,"FLIR070824BD174M01, FLIR070824BD174M02",31.2,
070824,BD,170,M,"FLIR070824BD170M01, FLIR070824BD170M02",30.1,
070824,BD,167,M,"FLIR070824BD167M01, FLIR070824BD167M02, FLIR070824BD167M03",31.8,
070824,BD,161,M,"FLIR070824BD161M01, FLIR070824BD161M02, FLIR070824BD161M03, FLIR070824BD161M04, FLIR070824BD161M05",31.0,
070824,BD,205,A,"FLIR070824BD205A01, FLIR070824BD205A02, FLIR070824BD205A03",32.1,
070824,BD,BPB,A,"FLIR070824BDBPBA01, FLIR070824BDBPBA02, FLIR070824BDBPBA03, FLIR070824BDBPBA04, FLIR070824BDBPBA05",32.6,
070824,BD,KR,A,"FLIR070824BDKRA01, FLIR070824BDKRA02, FLIR070824BDKRA03, FLIR070824BDKRA04",31.8,
070824,BD,FR,A,"FLIR070824BDFRA01, FLIR070824BDFRA02, FLIR070824BDFRA03",31.9,
070824,BD,182,A,"FLIR070824BD182A01, FLIR070824BD182A02, FLIR070824BD182A03",32.0,
070824,BD,TA,A,"FLIR070824BDTAA01, FLIR070824BDTAA02, FLIR070824BDTAA03, FLIR070824BDTAA04",33.7,
070824,BD,174,A,"FLIR070824BD174A01, FLIR070824BD174A02, FLIR070824BD174A03",32.2,
070824,BD,170,A,"FLIR070824BD170A01, FLIR070824BD170A02, FLIR070824BD170A03, FLIR070824BD170A04",32.2,
070824,BD,167,A,"FLIR070824BD167A01, FLIR070824BD167A02, FLIR070824BD167A03, FLIR070824BD167A04, FLIR070824BD167A05",32.3,
070824,BD,161,A,"FLIR070824BD161A01, FLIR070824BD161A02, FLIR070824BD161A03, FLIR070824BD161A04",33.4,
072224,BD,205,M,"FLIR072224BD205M01, FLIR072224BD205M02, FLIR072224BD205M03, FLIR072224BD205M04",28.1,
072224,BD,BPB,M,"FLIR072224BDBPBM01, FLIR072224BDBPBM02, FLIR072224BDBPBM03",29.9,
072224,BD,KR,M,"FLIR072224BDKRM01, FLIR072224BDKRM02, FLIR072224BDKRM03",28.3,
072224,BD,FR,M,"FLIR072224BDFRM01, FLIR072224BDFRM02, FLIR072224BDFRM03",30.7,
072224,BD,182,M,"FLIR072224BD182M01, FLIR072224BD182M02, FLIR072224BD182M03",29.6,
072224,BD,TA,M,"FLIR072224BDTAM01, FLIR072224BDTAM02, FLIR072224BDTAM03",29.2,
072224,BD,174,M,"FLIR072224BD174M01, FLIR072224BD174M02, FLIR072224BD174M03",31.8,
072224,BD,170,M,"FLIR072224BD170M01, FLIR072224BD170M02, FLIR072224BD170M03",31.3,
072224,BD,167,A,"FLIR072224BD167A01, FLIR072224BD167A02, FLIR072224BD167A03",30.7,
072224,BD,161,A,"FLIR072224BD161A01, FLIR072224BD161A02, FLIR072224BD161A03",30.3,
072224,BD,205,A,"FLIR072224BD205A01, FLIR072224BD205A02, FLIR072224BD205A03",29.3,
072224,BD,BPB,A,"FLIR072224BDBPBA01, FLIR072224BDBPBA02, FLIR072224BDBPBA03",30.5,
072224,BD,KR,A,"FLIR072224BDKRA01, FLIR072224BDKRA02, FLIR072224BDKRA03, FLIR072224BDKRA04",29.8,
072224,BD,FR,A,"FLIR072224BDFRA01, FLIR072224BDFRA02",30.3,
072224,BD,182,A,"FLIR072224BD182A01, FLIR072224BD182A02",31.2,
072224,BD,TA,A,"FLIR072224BDTAA01, FLIR072224BDTAA02, FLIR072224BDTAA03",29.9,
072224,BD,174,A,"FLIR072224BD174A01, FLIR072224BD174A02, FLIR072224BD174A03",30.2,
072224,BD,170,A,"FLIR072224BD170A01, FLIR072224BD170A02, FLIR072224BD170A03",30.3,
072224,BD,167,A,"FLIR072224BD167A01, FLIR072224BD167A02, FLIR072224BD167A03, FLIR072224BD167A04",28.6,
072224,BD,161,A,"FLIR072224BD161A01, FLIR072224BD161A02, FLIR072224BD161A03",30.5,
073124,BD,205,M,"FLIR073124BD205M01, FLIR073124BD205M02, FLIR073124BD205M03, FLIR073124BD205M04",28.1,
073124,BD,BPB,M,"FLIR073124BDBPBM01, FLIR073124BDBPBM02, FLIR073124BDBPBM03",28.7,
073124,BD,KR,M,"FLIR073124BDKRM01, FLIR073124BDKRM02, FLIR073124BDKRM03",28.3,
073124,BD,FR,M,"FLIR073124BDFRM01, FLIR073124BDFRM02, FLIR073124BDFRM03",30.7,
073124,BD,182,M,"FLIR073124BD182M01, FLIR073124BD182M02, FLIR073124BD182M03, FLIR073124BD182M04",29.6,
073124,BD,TA,M,"FLIR073124BDTAM01, FLIR073124BDTAM02, FLIR073124BDTAM03, FLIR073124BDTAM04",29.2,
073124,BD,174,M,"FLIR073124BD174M01, FLIR073124BD174M02, FLIR073124BD174M03",31.2,
073124,BD,170,M,"FLIR073124BD170M01, FLIR073124BD170M02, FLIR073124BD170M03, FLIR073124BD170M04",30.1,
073124,BD,167,M,"FLIR073124BD167M01, FLIR073124BD167M02, FLIR073124BD167M03, FLIR073124BD167M04, FLIR073124BD167M05",30.7,
073124,BD,161,M,"FLIR073124BD161M01, FLIR073124BD161M02, FLIR073124BD161M03, FLIR073124BD161M04",30.3,
073124,BD,205,M,"FLIR073124BD205M01, FLIR073124BD205M02, FLIR073124BD205M03",29.3,
073124,BD,BPB,M,"FLIR073124BDBPBM01, FLIR073124BDBPBM02, FLIR073124BDBPBM03",30.5,
073124,BD,KR,M,"FLIR073124BDKRM01, FLIR073124BDKRM02, FLIR073124BDKRM03",29.8,
073124,BD,FR,M,"FLIR073124BDFRM01, FLIR073124BDFRM02",30.3,
073124,BD,182,M,"FLIR073124BD182M01, FLIR073124BD182M02, FLIR073124BD182M03",31.2,
073124,BD,TA,M,"FLIR073124BDTAM01, FLIR073124BDTAM02, FLIR073124BDTAM03, FLIR073124BDTAM04",29.9,
073124,BD,174,A,"FLIR073124BD174A01, FLIR073124BD174A02, FLIR073124BD174A03",30.2,
073124,BD,170,A,"FLIR073124BD170A01, FLIR073124BD170A02, FLIR073124BD170A03, FLIR073124BD170A04, FLIR073124BD170A05",30.3,
073124,BD,167,A,"FLIR073124BD167A01, FLIR073124BD167A02, FLIR073124BD167A03",28.6,
073124,BD,161,A,"FLIR073124BD161A01, FLIR073124BD161A02",30.5,
080124,BD,205,M,"FLIR080124BD205M01, FLIR080124BD205M02, FLIR080124BD205M03, FLIR080124BD205M04",29.8,
080124,BD,BPB,M,"FLIR080124BDBPBM01, FLIR080124BDBPBM02, FLIR080124BDBPBM03, FLIR080124BDBPBM04",29.7,
080124,BD,KR,M,"FLIR080124BDKRM01, FLIR080124BDKRM02, FLIR080124BDKRM03, FLIR080124BDKRM04",29.7,
080124,BD,FR,M,"FLIR080124BDFRM01, FLIR080124BDFRM02",30.8,
080124,BD,182,M,"FLIR080124BD182M01, FLIR080124BD182M02, FLIR080124BD182M03, FLIR080124BD182M04, FLIR080124BD182M05",32.2,
080124,BD,TA,M,"FLIR080124BDTAM01, FLIR080124BDTAM02, FLIR080124BDTAM03, FLIR080124BDTAM04",29.9,
080124,BD,174,M,"FLIR080124BD174M01, FLIR080124BD174M02, FLIR080124BD174M03, FLIR080124BD174M04, FLIR080124BD174M05",31.8,
080124,BD,170,M,"FLIR080124BD170M01, FLIR080124BD170M02, FLIR080124BD170M03",31.3,
080124,BD,167,M,"FLIR080124BD167M01, FLIR080124BD167M02, FLIR080124BD167M03",30.9,
080124,BD,161,M,"FLIR080124BD161M01, FLIR080124BD161M02, FLIR080124BD161M03, FLIR080124BD161M04",30.3,
080124,BD,205,M,"FLIR080124BD205M01, FLIR080124BD205M02, FLIR080124BD205M03, FLIR080124BD205M04",31.1,
080124,BD,BPB,M,"FLIR080124BDBPBM01, FLIR080124BDBPBM02, FLIR080124BDBPBM03, FLIR080124BDBPBM04",32.1,
080124,BD,KR,M,"FLIR080124BDKRM01, FLIR080124BDKRM02, FLIR080124BDKRM03, FLIR080124BDKRM04",31.5,
080124,BD,FR,M,"FLIR080124BDFRM03, FLIR080124BDFRM04",31.9,
080124,BD,182,M,"FLIR080124BD182M01, FLIR080124BD182M02, FLIR080124BD182M03",31.2,
080124,BD,TA,M,"FLIR080124BDTAM05, FLIR080124BDTAM06, FLIR080124BDTAM07, FLIR080124BDTAM08, FLIR080124BDTAM09",29.9,
080124,BD,174,A,"FLIR080124BD174A01, FLIR080124BD174A02, FLIR080124BD174A03, FLIR080124BD174A04, FLIR080124BD174A05, FLIR080124BD174A06",30.2,
080124,BD,170,A,"FLIR080124BD170A01, FLIR080124BD170A02, FLIR080124BD170A03",31.1,
080124,BD,167,A,FLIR080124BD167A01,32.1,
080224,BD,191,A,"FLIR080224BD191A01, FLIR080224BD191A02, FLIR080224BD191A03, FLIR080224BD191A04, FLIR080224BD191A05, FLIR080224BD191A06",32.3,
073124,NQ,96,M,"FLIR073124NQ96M01, FLIR073124NQ96M02, FLIR073124NQ96M03",30.0,
073124,NQ,86,M,"FLIR073124NQ86M01, FLIR073124NQ86M02, FLIR073124NQ86M03",30.9,
073124,NQ,72,M,"FLIR073124NQ72M01, FLIR073124NQ72M02, FLIR073124NQ72M03",30.1,
070224,DNR,AA,A,FLIR070224DNRAAA01,30.0,
070224,DNR,36,A,FLIR070224DNR36A01,31.4,
070224,DNR,AA,A,FLIR070224DNRAAA01,32.7,
070324,DNR,36,M,"FLIR070324DNR36M01, FLIR070324DNR36M02",29.1,
070324,DNR,AA,M,"FLIR070324DNRAAM01, FLIR070324DNRAAM02",29.4,
070324,DNR,36,A,"FLIR070324DNR36A01, FLIR070324DNR36A02",30.6,
070324,DNR,AA,A,"FLIR070324DNRAAA01, FLIR070324DNRAAA02",30.1,
070824,DNR,36,M,"FLIR070824DNR36M01, FLIR070824DNR36M02, FLIR070824DNR36M03, FLIR070824DNR36M04",32.3,
070824,DNR,AA,A,"FLIR070824DNRAAA01, FLIR070824DNRAAA02, FLIR070824DNRAAA03",33.3,
070824,DNR,AA,M,"FLIR070824DNRAAM01, FLIR070824DNRAAM02, FLIR070824DNRAAM03, FLIR070824DNRAAM04, FLIR070824DNRAAM05",33.9,
070924,DNR,36,M,"FLIR070924DNR36M01, FLIR070924DNR36M02, FLIR070924DNR36M03",33.1,
070924,DNR,AA,A,"FLIR070924DNRAAA01, FLIR070924DNRAAA02, FLIR070924DNRAAA03, FLIR070924DNRAAA04",30.0,
070924,DNR,36,A,"FLIR070924DNR36A01, FLIR070924DNR36A02, FLIR070924DNR36A03",32.2,
070924,DNR,AA,A,"FLIR070924DNRAAA01, FLIR070924DNRAAA02, FLIR070924DNRAAA03, FLIR070924DNRAAA04, FLIR070924DNRAAA05",31.9,
071024,DNR,36,M,"FLIR071024DNR36M01, FLIR071024DNR36M02, FLIR071024DNR36M03",33.5,
071024,DNR,AA,A,"FLIR071024DNRAAA01, FLIR071024DNRAAA02, FLIR071024DNRAAA03",31.8,
071024,DNR,36,A,"FLIR071024DNR36A01, FLIR071024DNR36A02, FLIR071024DNR36A03",34.2,
071024,DNR,AA,A,"FLIR071024DNRAAA01, FLIR071024DNRAAA02, FLIR071024DNRAAA03",32.5,
071124,DNR,36,M,"FLIR071124DNR36M01, FLIR071124DNR36M02, FLIR071124DNR36M03",30.2,
071124,DNR,AA,A,"FLIR071124DNRAAA01, FLIR071124DNRAAA02, FLIR071124DNRAAA03, FLIR071124DNRAAA04, FLIR071124DNRAAA05",30.8,
071524,DNR,36,M,"FLIR071524DNR36M01, FLIR071524DNR36M02, FLIR071524DNR36M03",32.8,
071524,DNR,AA,A,"FLIR071524DNRAAA01, FLIR071524DNRAAA02",31.0,
071524,DNR,36,A,"FLIR071524DNR36A01, FLIR071524DNR36A02, FLIR071524DNR36A03",34.7,
071524,DNR,AA,A,"FLIR071524DNRAAA01, FLIR071524DNRAAA02, FLIR071524DNRAAA03, FLIR071524DNRAAA04",33.2,
071624,DNR,36,M,"FLIR071624DNR36M01, FLIR071624DNR36M02, FLIR071624DNR36M03",34.2,
071624,DNR,AA,M,"FLIR071624DNRAAM01, FLIR071624DNRAAM02, FLIR071624DNRAAM03",33.9,
071624,DNR,36,A,"FLIR071624DNR36A01, FLIR071624DNR36A02",36.2,
071624,DNR,AA,A,"FLIR071624DNRAAA01, FLIR071624DNRAAA02, FLIR071624DNRAAA03",34.6,
071824,DNR,36,M,"FLIR071824DNR36M01, FLIR071824DNR36M02, FLIR071824DNR36M03",29.5,
071824,DNR,AA,A,"FLIR071824DNRAAA01, FLIR071824DNRAAA02, FLIR071824DNRAAA03",31.4,
072224,DNR,36,M,"FLIR072224DNR36M01, FLIR072224DNR36M02",32.7,
072224,DNR,AA,A,"FLIR072224DNRAAA01, FLIR072224DNRAAA02, FLIR072224DNRAAA03",31.4,
072224,DNR,36,A,"FLIR072224DNR36A01, FLIR072224DNR36A02, FLIR072224DNR36A03",30.6,
072224,DNR,AA,A,"FLIR072224DNRAAA01, FLIR072224DNRAAA02, FLIR072224DNRAAA03, FLIR072224DNRAAA04",32.6,
072424,DNR,36,M,"FLIR072424DNR36M01, FLIR072424DNR36M02",30.3,
072424,DNR,AA,A,"FLIR072424DNRAAA01, FLIR072424DNRAAA02",31.6,
072424,DNR,36,A,"FLIR072424DNR36A01, FLIR072424DNR36A02",30.8,
072424,DNR,AA,A,"FLIR072424DNRAAA01, FLIR072424DNRAAA02, FLIR072424DNRAAA03",31.6,
072524,DNR,36,M,"FLIR072524DNR36M01, FLIR072524DNR36M02",29.6,
072524,DNR,AA,A,"FLIR072524DNRAAA01, FLIR072524DNRAAA02",30.9,
072524,DNR,36,A,"FLIR072524DNR36A01, FLIR072524DNR36A02",31.5,
072524,DNR,AA,A,"FLIR072524DNRAAA01, FLIR072524DNRAAA02, FLIR072524DNRAAA03",31.3,
072924,DNR,36,A,"FLIR072924DNR36A01, FLIR072924DNR36A02, FLIR072924DNR36A03",31.1,
072924,DNR,AA,A,"FLIR072924DNRAAA01, FLIR072924DNRAAA02, FLIR072924DNRAAA03",30.5,
073024,DNR,36,M,"FLIR073024DNR36M01, FLIR073024DNR36M02, FLIR073024DNR36M03",31.5,
073024,DNR,AA,M,"FLIR073024DNRAAM01, FLIR073024DNRAAM02",31.8,
073024,DNR,36,A,"FLIR073024DNR36A01, FLIR073024DNR36A02, FLIR073024DNR36A03",33.1,
073024,DNR,AA,A,FLIR073024DNRAAA01,32.1,
080124,DNR,36,M,"FLIR080124DNR36M01, FLIR080124DNR36M02, FLIR080124DNR36M03",32.8,
080124,DNR,AA,M,"FLIR080124DNRAAM01, FLIR080124DNRAAM02, FLIR080124DNRAAM03",32.9,
080124,DNR,AA,A,"FLIR080124DNRAAA01, FLIR080124DNRAAA02, FLIR080124DNRAAA03",35.3,
070224,EFMR,JC,A,"FLIR070224EFMRJCA01, FLIR070224EFMRJCA02, FLIR070224EFMRJCA03, FLIR070224EFMRJCA04",29.2,
070224,EFMR,23,A,"FLIR070224EFMR23A01, FLIR070224EFMR23A02, FLIR070224EFMR23A03, FLIR070224EFMR23A04",30.0,
070224,EFMR,JC,A,"FLIR070224EFMRJCA01, FLIR070224EFMRJCA02, FLIR070224EFMRJCA03",30.0,
070224,EFMR,23,A,"FLIR070224EFMR23A01, FLIR070224EFMR23A02, FLIR070224EFMR23A03, FLIR070224EFMR23A04",30.0,
070324,EFMR,JC,M,"FLIR070324EFMRJCM01, FLIR070324EFMRJCM02, FLIR070324EFMRJCM03, FLIR070324EFMRJCM04",25.0,
070324,EFMR,VW,M,"FLIR070324EFMRVWM01, FLIR070324EFMRVWM02",28.7,
070324,EFMR,KG,M,"FLIR070324EFMRKGM01, FLIR070324EFMRKGM02",28.2,
070324,EFMR,71,M,"FLIR070324EFMR71M01, FLIR070324EFMR71M02",29.4,
070324,EFMR,JH,M,"FLIR070324EFMRJHM01, FLIR070324EFMRJHM02",30.2,
070324,EFMR,QP,M,"FLIR070324EFMRQPM01, FLIR070324EFMRQPM02, FLIR070324EFMRQPM03",31.8,
070324,EFMR,23,M,"FLIR070324EFMR23M01, FLIR070324EFMR23M02",31.5,
070324,EFMR,JC,A,"FLIR070324EFMRJCA01, FLIR070324EFMRJCA02, FLIR070324EFMRJCA03, FLIR070324EFMRJCA04, FLIR070324EFMRJCA05, FLIR070324EFMRJCA06",29.4,
070324,EFMR,JFK,A,"FLIR070324EFMRJFKA01, FLIR070324EFMRJFKA02",28.9,
070324,EFMR,VW,A,"FLIR070324EFMRVWA01, FLIR070324EFMRVWA02",29.8,
070324,EFMR,KG,A,"FLIR070324EFMRKGA01, FLIR070324EFMRKGA02, FLIR070324EFMRKGA03",30.3,
070324,EFMR,71,A,"FLIR070324EFMR71A01, FLIR070324EFMR71A02",28.3,
070324,EFMR,JH,A,"FLIR070324EFMRJHA01, FLIR070324EFMRJHA02, FLIR070324EFMRJHA03",29.1,
070324,EFMR,QP,A,"FLIR070324EFMRQPA01, FLIR070324EFMRQPA02, FLIR070324EFMRQPA03",31.4,
070324,EFMR,23,A,"FLIR070324EFMR23A01, FLIR070324EFMR23A02, FLIR070324EFMR23A03, FLIR070324EFMR23A04",30.3,
070924,EFMR,JC,M,"FLIR070924EFMRJCM01, FLIR070924EFMRJCM02, FLIR070924EFMRJCM03, FLIR070924EFMRJCM04",30.8,34.6
070924,EFMR,JFK,M,"FLIR070924EFMRJFKM01, FLIR070924EFMRJFKM02, FLIR070924EFMRJFKM03, FLIR070924EFMRJFKM04, FLIR070924EFMRJFKM05",32.8,32.9
070924,EFMR,VW,M,"FLIR070924EFMRVWM01, FLIR070924EFMRVWM02, FLIR070924EFMRVWM03, FLIR070924EFMRVWM04, FLIR070924EFMRVWM05, FLIR070924EFMRVWM06",30.4,31.5
070924,EFMR,KG,M,"FLIR070924EFMRKGM01, FLIR070924EFMRKGM02, FLIR070924EFMRKGM03, FLIR070924EFMRKGM04, FLIR070924EFMRKGM05, FLIR070924EFMRKGM06",32.6,
070924,EFMR,71,M,"FLIR070924EFMR71M01, FLIR070924EFMR71M02, FLIR070924EFMR71M03, FLIR070924EFMR71M04",33.2,
070924,EFMR,JH,M,"FLIR070924EFMRJHM01, FLIR070924EFMRJHM02, FLIR070924EFMRJHM03, FLIR070924EFMRJHM04",31.6,32.4
070924,EFMR,QP,M,"FLIR070924EFMRQPM01, FLIR070924EFMRQPM02, FLIR070924EFMRQPM03, FLIR070924EFMRQPM04",33.3,
070924,EFMR,23,A,"FLIR070924EFMR23A01, FLIR070924EFMR23A02, FLIR070924EFMR23A03, FLIR070924EFMR23A04, FLIR070924EFMR23A05",32.4,
070924,EFMR,JC,A,"FLIR070924EFMRJCA01, FLIR070924EFMRJCA02, FLIR070924EFMRJCA03, FLIR070924EFMRJCA04",34.2,35.6
070924,EFMR,JFK,A,"FLIR070924EFMRJFKA01, FLIR070924EFMRJFKA02, FLIR070924EFMRJFKA03, FLIR070924EFMRJFKA04",31.5,32.8
070924,EFMR,VW,A,"FLIR070924EFMRVWA01, FLIR070924EFMRVWA02, FLIR070924EFMRVWA03",30.7,31.7
070924,EFMR,KG,A,"FLIR070924EFMRKGA01, FLIR070924EFMRKGA02, FLIR070924EFMRKGA03, FLIR070924EFMRKGA04, FLIR070924EFMRKGA05",31.2,33.1
070924,EFMR,71,A,"FLIR070924EFMR71A01, FLIR070924EFMR71A02, FLIR070924EFMR71A03, FLIR070924EFMR71A04",32.4,33.8
