date,services,abbrev,time,filename_each,streetlevel_airtemp_c,turnstile_level_airtemp_c
070324,R,53,M,"FLIR070324R53M01, FLIR070324R53M02",28.7,
070324,R,45,M,FLIR070324R45M01,28.2,
070324,R,25,M,"FLIR070324R25M01, FLIR070324R25M02",28.9,
070324,R,PA,M,"FLIR070324RPAM01, FLIR070324RPAM02",30.2,
070324,R,4A9S,M,"FLIR070324R4A9SM01, FLIR070324R4A9SM02",29.7,
070324,R,US,A,"FLIR070324RUSA01, FLIR070324RUSA02",27.9,
070324,R,95,A,"FLIR070324R95A01, FLIR070324R95A02",30.2,
070324,R,86,A,"FLIR070324R86A01, FLIR070324R86A02",28.2,
070324,R,77,A,"FLIR070324R77A01, FLIR070324R77A02",28.5,
070324,R,BRA,A,"FLIR070324RBRAA01, FLIR070324RBRAA02",30.2,
070324,R,53,A,"FLIR070324R53A01, FLIR070324R53A02",29.5,
070324,R,45,A,"FLIR070324R45A01, FLIR070324R45A02",29.3,
070324,R,25,A,"FLIR070324R25A01, FLIR070324R25A02",29.6,
070324,R,PA,A,"FLIR070324RPAA01, FLIR070324RPAA02",30.2,
070324,R,4A9S,A,"FLIR070324R4A9SA01, FLIR070324R4A9SA02",29.5,
070324,R,US,A,"FLIR070324RUSA01, FLIR070324RUSA02",31.0,
070824,R,95,M,"FLIR070824R95M01, FLIR070824R95M02",30.9,
070824,R,86,M,"FLIR070824R86M01, FLIR070824R86M02, FLIR070824R86M03",33.4,
070824,R,77,M,"FLIR070824R77M01, FLIR070824R77M02, FLIR070824R77M03",31.9,
070824,R,BRA,M,"FLIR070824RBRAM01, FLIR070824RBRAM02, FLIR070824RBRAM03",33.1,
070824,R,53,M,"FLIR070824R53M01, FLIR070824R53M02, FLIR070824R53M03",32.4,
070824,R,45,M,"FLIR070824R45M01, FLIR070824R45M02, FLIR070824R45M03",32.4,
070824,R,25,M,"FLIR070824R25M01, FLIR070824R25M02, FLIR070824R25M03",32.6,
070824,R,36,M,"FLIR070824R36M01, FLIR070824R36M02, FLIR070824R36M03, FLIR070824R36M04",32.6,
070824,R,4A9S,M,"FLIR070824R4A9SM01, FLIR070824R4A9SM02, FLIR070824R4A9SM03",32.7,
070824,R,US,M,"FLIR070824RUSM01, FLIR070824RUSM02, FLIR070824RUSM03",33.1,
070824,R,95,A,"FLIR070824R95A01, FLIR070824R95A02, FLIR070824R95A03",33.0,
070824,R,86,A,"FLIR070824R86A01, FLIR070824R86A02, FLIR070824R86A03",32.3,
070824,R,77,A,"FLIR070824R77A01, FLIR070824R77A02, FLIR070824R77A03",34.0,
070824,R,BRA,A,"FLIR070824RBRAA01, FLIR070824RBRAA02, FLIR070824RBRAA03",33.6,
070824,R,53,A,"FLIR070824R53A01, FLIR070824R53A02, FLIR070824R53A03, FLIR070824R53A04",31.7,
070824,R,BRA,A,"FLIR070824RBRAA01, FLIR070824RBRAA02, FLIR070824RBRAA03",33.3,
070824,R,36,A,"FLIR070824R36A01, FLIR070824R36A02, FLIR070824R36A03",33.9,
070824,R,25,A,"FLIR070824R25A01, FLIR070824R25A02, FLIR070824R25A03, FLIR070824R25A04",33.4,
070824,R,PA,A,"FLIR070824RPAA01, FLIR070824RPAA02, FLIR070824RPAA03",31.9,
070824,R,4A9S,A,"FLIR070824R4A9SA01, FLIR070824R4A9SA02, FLIR070824R4A9SA03",32.4,
070824,R,US,A,"FLIR070824RUSA01, FLIR070824RUSA02, FLIR070824RUSA03",32.8,
070924,R,95,M,"FLIR070924R95M01, FLIR070924R95M02",34.2,
070924,R,86,M,"FLIR070924R86M01, FLIR070924R86M02, FLIR070924R86M03",30.3,
070924,R,77,M,"FLIR070924R77M01, FLIR070924R77M02, FLIR070924R77M03",30.9,
070924,R,BRA,M,"FLIR070924RBRAM01, FLIR070924RBRAM02, FLIR070924RBRAM03",32.9,
070924,R,53,M,"FLIR070924R53M01, FLIR070924R53M02, FLIR070924R53M03",32.7,
070924,R,45,M,"FLIR070924R45M01, FLIR070924R45M02, FLIR070924R45M03",31.7,
070924,R,25,M,"FLIR070924R25M01, FLIR070924R25M02, FLIR070924R25M03",33.4,
070924,R,PA,M,"FLIR070924RPAM01, FLIR070924RPAM02, FLIR070924RPAM03",32.2,
070924,R,4A9S,M,"FLIR070924R4A9SM01, FLIR070924R4A9SM02, FLIR070924R4A9SM03",31.8,
070924,R,US,A,"FLIR070924RUSA01, FLIR070924RUSA02, FLIR070924RUSA03",31.9,
070924,R,95,A,"FLIR070924R95A01, FLIR070924R95A02, FLIR070924R95A03",32.9,
070924,R,86,A,"FLIR070924R86A01, FLIR070924R86A02, FLIR070924R86A03",30.6,
070924,R,77,A,"FLIR070924R77A01, FLIR070924R77A02, FLIR070924R77A03",31.7,
070924,R,BRA,A,"FLIR070924RBRAA01, FLIR070924RBRAA02, FLIR070924RBRAA03, FLIR070924RBRAA04",30.4,
070924,R,53,A,"FLIR070924R53A01, FLIR070924R53A02, FLIR070924R53A03",31.4,
070924,R,45,A,"FLIR070924R45A01, FLIR070924R45A02, FLIR070924R45A03",32.5,
070924,R,25,A,"FLIR070924R25A01, FLIR070924R25A02, FLIR070924R25A03",33.3,
070924,R,PA,A,"FLIR070924RPAA01, FLIR070924RPAA02, FLIR070924RPAA03",32.9,
070924,R,4A9S,A,"FLIR070924R4A9SA01, FLIR070924R4A9SA02, FLIR070924R4A9SA03",33.4,
070924,R,US,A,"FLIR070924RUSA01, FLIR070924RUSA02, FLIR070924RUSA03",33.1,
071024,R,95,M,"FLIR071024R95M01, FLIR071024R95M02, FLIR071024R95M03",32.9,
071024,R,86,M,"FLIR071024R86M01, FLIR071024R86M02, FLIR071024R86M03",30.5,
071024,R,77,M,"FLIR071024R77M01, FLIR071024R77M02, FLIR071024R77M03",31.8,
071024,R,BRA,M,"FLIR071024RBRAM01, FLIR071024RBRAM02, FLIR071024RBRAM03",31.2,
071024,R,53,M,"FLIR071024R53M01, FLIR071024R53M02, FLIR071024R53M03",32.8,
071024,R,45,M,"FLIR071024R45M01, FLIR071024R45M02, FLIR071024R45M03",30.9,
071024,R,25,M,"FLIR071024R25M01, FLIR071024R25M02, FLIR071024R25M03",32.4,
071024,R,PA,M,"FLIR071024RPAM01, FLIR071024RPAM02, FLIR071024RPAM03",32.6,
071024,R,4A9S,M,"FLIR071024R4A9SM01, FLIR071024R4A9SM02, FLIR071024R4A9SM03",31.4,
071024,R,US,M,"FLIR071024RUSM01, FLIR071024RUSM02, FLIR071024RUSM03",32.1,
071024,R,BRA,A,"FLIR071024RBRAA01, FLIR071024RBRAA02, FLIR071024RBRAA03",37.9,
071024,R,86,A,"FLIR071024R86A01, FLIR071024R86A02, FLIR071024R86A03",31.6,
071024,R,77,A,"FLIR071024R77A01, FLIR071024R77A02, FLIR071024R77A03",31.6,
071024,R,BRA,A,"FLIR071024RBRAA01, FLIR071024RBRAA02, FLIR071024RBRAA03",32.5,
071024,R,53,A,"FLIR071024R53A01, FLIR071024R53A02, FLIR071024R53A03",33.2,
071024,R,45,A,"FLIR071024R45A01, FLIR071024R45A02, FLIR071024R45A03",33.2,
071024,R,25,A,"FLIR071024R25A01, FLIR071024R25A02, FLIR071024R25A03",33.7,
071024,R,PA,A,"FLIR071024RPAA01, FLIR071024RPAA02, FLIR071024RPAA03",33.3,
071024,R,4A9S,A,"FLIR071024R4A9SA01, FLIR071024R4A9SA02, FLIR071024R4A9SA03, FLIR071024R4A9SA04",32.8,
071024,R,US,A,"FLIR071024RUSA01, FLIR071024RUSA02, FLIR071024RUSA03",33.4,
071124,R,95,M,"FLIR071124R95M01, FLIR071124R95M02, FLIR071124R95M03",32.5,
071124,R,77,M,"FLIR071124R77M01, FLIR071124R77M02, FLIR071124R77M03",31.4,
071124,R,BRA,M,"FLIR071124RBRAM01, FLIR071124RBRAM02, FLIR071124RBRAM03",29.4,
071124,R,53,M,"FLIR071124R53M01, FLIR071124R53M02, FLIR071124R53M03, FLIR071124R53M04",31.6,
071124,R,45,M,"FLIR071124R45M01, FLIR071124R45M02, FLIR071124R45M03",30.3,
071124,R,25,M,"FLIR071124R25M01, FLIR071124R25M02, FLIR071124R25M03",32.0,
071124,R,PA,M,"FLIR071124RPAM01, FLIR071124RPAM02, FLIR071124RPAM03, FLIR071124RPAM04",29.6,
071124,R,4A9S,M,"FLIR071124R4A9SM01, FLIR071124R4A9SM02, FLIR071124R4A9SM03",30.2,
071124,R,US,A,"FLIR071124RUSA01, FLIR071124RUSA02, FLIR071124RUSA03",30.7,
071524,R,95,M,"FLIR071524R95M01, FLIR071524R95M02, FLIR071524R95M03, FLIR071524R95M04",32.1,
071524,R,86,M,"FLIR071524R86M01, FLIR071524R86M02",30.6,
071524,R,77,M,"FLIR071524R77M01, FLIR071524R77M02",30.9,
071524,R,BRA,M,"FLIR071524RBRAM01, FLIR071524RBRAM02, FLIR071524RBRAM03",31.7,
071524,R,53,M,"FLIR071524R53M01, FLIR071524R53M02, FLIR071524R53M03",31.6,
071524,R,45,M,"FLIR071524R45M01, FLIR071524R45M02, FLIR071524R45M03",32.3,
071524,R,25,M,"FLIR071524R25M01, FLIR071524R25M02, FLIR071524R25M03",32.3,
071524,R,PA,M,"FLIR071524RPAM01, FLIR071524RPAM02, FLIR071524RPAM03",33.3,
071524,R,4A9S,M,"FLIR071524R4A9SM01, FLIR071524R4A9SM02, FLIR071524R4A9SM03",32.3,
071524,R,US,A,"FLIR071524RUSA01, FLIR071524RUSA02, FLIR071524RUSA03",31.8,
071524,R,95,A,"FLIR071524R95A01, FLIR071524R95A02",33.1,
071524,R,86,A,"FLIR071524R86A01, FLIR071524R86A02, FLIR071524R86A03",32.1,
071524,R,77,A,"FLIR071524R77A01, FLIR071524R77A02, FLIR071524R77A03",33.4,
071524,R,BRA,A,"FLIR071524RBRAA01, FLIR071524RBRAA02, FLIR071524RBRAA03",33.6,
071524,R,53,A,"FLIR071524R53A01, FLIR071524R53A02, FLIR071524R53A03",34.1,
071524,R,45,A,"FLIR071524R45A01, FLIR071524R45A02, FLIR071524R45A03, FLIR071524R45A04",34.5,
071524,R,25,A,"FLIR071524R25A01, FLIR071524R25A02, FLIR071524R25A03",34.1,
071524,R,PA,A,"FLIR071524RPAA01, FLIR071524RPAA02, FLIR071524RPAA03",33.3,
071524,R,4A9S,A,"FLIR071524R4A9SA01, FLIR071524R4A9SA02, FLIR071524R4A9SA03",34.1,
071524,R,US,A,"FLIR071524RUSA01, FLIR071524RUSA02, FLIR071524RUSA03",35.4,
071624,R,95,M,"FLIR071624R95M01, FLIR071624R95M02, FLIR071624R95M03",35.1,
071624,R,86,M,"FLIR071624R86M01, FLIR071624R86M02",32.8,
071624,R,77,M,"FLIR071624R77M01, FLIR071624R77M02",33.2,
071624,R,59,M,"FLIR071624R59M01, FLIR071624R59M02",33.7,
071624,R,53,M,"FLIR071624R53M01, FLIR071624R53M02",32.2,
071624,R,45,M,"FLIR071624R45M01, FLIR071624R45M02",34.0,
071624,R,25,M,"FLIR071624R25M01, FLIR071624R25M02, FLIR071624R25M03",34.3,
071624,R,PA,M,"FLIR071624RPAM01, FLIR071624RPAM02",33.3,
071624,R,4A9S,M,"FLIR071624R4A9SM01, FLIR071624R4A9SM02, FLIR071624R4A9SM03",33.7,
071624,R,US,M,"FLIR071624RUSM01, FLIR071624RUSM02",33.8,
071624,R,95,A,"FLIR071624R95A01, FLIR071624R95A02, FLIR071624R95A03, FLIR071624R95A04",37.0,
071624,R,86,A,"FLIR071624R86A01, FLIR071624R86A02",33.7,
071624,R,77,A,"FLIR071624R77A01, FLIR071624R77A02, FLIR071624R77A03",35.2,
071624,R,BRA,A,"FLIR071624RBRAA01, FLIR071624RBRAA02",35.1,
071624,R,53,A,"FLIR071624R53A01, FLIR071624R53A02, FLIR071624R53A03",34.6,
071624,R,45,A,"FLIR071624R45A01, FLIR071624R45A02",34.9,
071624,R,25,A,"FLIR071624R25A01, FLIR071624R25A02",35.1,
071624,R,PA,A,"FLIR071624RPAA01, FLIR071624RPAA02",34.6,
071624,R,4A9S,A,"FLIR071624R4A9SA01, FLIR071624R4A9SA02",34.7,
071624,R,US,A,"FLIR071624RUSA01, FLIR071624RUSA02",35.5,
071824,R,95,M,"FLIR071824R95M01, FLIR071824R95M02, FLIR071824R95M03",29.9,
071824,R,86,M,"FLIR071824R86M01, FLIR071824R86M02",30.4,
071824,R,77,M,"FLIR071824R77M01, FLIR071824R77M02, FLIR071824R77M03",27.3,
071824,R,BRA,M,"FLIR071824RBRAM01, FLIR071824RBRAM02, FLIR071824RBRAM03",28.4,
071824,R,53,M,"FLIR071824R53M01, FLIR071824R53M02",30.9,
071824,R,45,M,"FLIR071824R45M01, FLIR071824R45M02",29.9,
071824,R,25,M,"FLIR071824R25M01, FLIR071824R25M02, FLIR071824R25M03",31.7,
071824,R,PA,M,"FLIR071824RPAM01, FLIR071824RPAM02, FLIR071824RPAM03",32.2,
071824,R,4A9S,M,"FLIR071824R4A9SM01, FLIR071824R4A9SM02",30.2,
071824,R,US,M,"FLIR071824RUSM01, FLIR071824RUSM02, FLIR071824RUSM03",29.4,
072224,R,95,M,"FLIR072224R95M01, FLIR072224R95M02, FLIR072224R95M03, FLIR072224R95M04",32.1,
072224,R,86,M,"FLIR072224R86M01, FLIR072224R86M02, FLIR072224R86M03",28.5,
072224,R,77,M,"FLIR072224R77M01, FLIR072224R77M02, FLIR072224R77M03",30.2,
072224,R,BRA,M,"FLIR072224RBRAM01, FLIR072224RBRAM02, FLIR072224RBRAM03",32.3,
072224,R,53,M,"FLIR072224R53M01, FLIR072224R53M02",30.4,
072224,R,45,M,"FLIR072224R45M01, FLIR072224R45M02",30.9,
072224,R,25,M,"FLIR072224R25M01, FLIR072224R25M02",32.7,
072224,R,PA,M,"FLIR072224RPAM01, FLIR072224RPAM02",32.4,
072224,R,4A9S,M,"FLIR072224R4A9SM01, FLIR072224R4A9SM02, FLIR072224R4A9SM03",31.3,
072224,R,US,A,"FLIR072224RUSA01, FLIR072224RUSA02",31.5,
072224,R,95,A,"FLIR072224R95A01, FLIR072224R95A02",31.7,
072224,R,86,A,"FLIR072224R86A01, FLIR072224R86A02",31.5,
072224,R,77,A,"FLIR072224R77A01, FLIR072224R77A02",30.9,
072224,R,BRA,A,"FLIR072224RBRAA01, FLIR072224RBRAA02",32.1,
072224,R,53,A,"FLIR072224R53A01, FLIR072224R53A02",32.6,
072224,R,45,A,"FLIR072224R45A01, FLIR072224R45A02",32.2,
072224,R,25,A,"FLIR072224R25A01, FLIR072224R25A02",32.5,
072224,R,PA,A,"FLIR072224RPAA01, FLIR072224RPAA02",31.4,
072224,R,4A9S,A,"FLIR072224R4A9SA01, FLIR072224R4A9SA02",31.4,
072224,R,US,A,"FLIR072224RUSA01, FLIR072224RUSA02",30.8,
072424,R,95,M,"FLIR072424R95M01, FLIR072424R95M02, FLIR072424R95M03",28.4,
072424,R,86,M,"FLIR072424R86M01, FLIR072424R86M02",28.3,
072424,R,77,M,"FLIR072424R77M01, FLIR072424R77M02",28.7,
072424,R,BRA,M,"FLIR072424RBRAM01, FLIR072424RBRAM02",29.7,
072424,R,45,M,"FLIR072424R45M01, FLIR072424R45M02",30.4,
072424,R,25,M,"FLIR072424R25M01, FLIR072424R25M02",30.8,
072424,R,PA,A,"FLIR072424RPAA01, FLIR072424RPAA02",31.2,
072424,R,4A9S,A,"FLIR072424R4A9SA01, FLIR072424R4A9SA02",31.3,
072424,R,US,A,"FLIR072424RUSA01, FLIR072424RUSA02",31.0,
072424,R,95,A,"FLIR072424R95A01, FLIR072424R95A02",33.6,
072424,R,86,A,"FLIR072424R86A01, FLIR072424R86A02",31.1,
072424,R,77,A,"FLIR072424R77A01, FLIR072424R77A02",29.2,
072424,R,BRA,A,"FLIR072424RBRAA01, FLIR072424RBRAA02",31.4,
072424,R,53,A,"FLIR072424R53A01, FLIR072424R53A02",32.3,
072424,R,45,A,"FLIR072424R45A01, FLIR072424R45A02",31.8,
072424,R,25,A,"FLIR072424R25A01, FLIR072424R25A02",33.8,
072424,R,PA,A,"FLIR072424RPAA01, FLIR072424RPAA02",32.6,
072424,R,US,A,"FLIR072424RUSA01, FLIR072424RUSA02",30.6,
072524,R,95,M,"FLIR072524R95M01, FLIR072524R95M02",32.1,
072524,R,86,M,"FLIR072524R86M01, FLIR072524R86M02",30.4,
072524,R,77,M,"FLIR072524R77M01, FLIR072524R77M02",28.1,
072524,R,BRA,M,"FLIR072524RBRAM01, FLIR072524RBRAM02",29.4,
072524,R,53,M,"FLIR072524R53M01, FLIR072524R53M02",32.1,
072524,R,45,M,"FLIR072524R45M01, FLIR072524R45M02",29.8,
072524,R,25,M,"FLIR072524R25M01, FLIR072524R25M02",29.2,
072524,R,PA,M,"FLIR072524RPAM01, FLIR072524RPAM02",30.3,
072524,R,4A9S,M,"FLIR072524R4A9SM01, FLIR072524R4A9SM02",31.3,
072524,R,US,M,"FLIR072524RUSM01, FLIR072524RUSM02",30.6,
072524,R,95,A,"FLIR072524R95A01, FLIR072524R95A02",32.7,
072524,R,86,A,"FLIR072524R86A01, FLIR072524R86A02",31.4,
072524,R,7,A,"FLIR072524R7A01, FLIR072524R7A02",30.1,
072524,R,BRA,A,"FLIR072524RBRAA01, FLIR072524RBRAA02",31.3,
072524,R,53,A,"FLIR072524R53A01, FLIR072524R53A02",32.8,
072524,R,45,A,"FLIR072524R45A01, FLIR072524R45A02",33.4,
072524,R,25,A,"FLIR072524R25A01, FLIR072524R25A02",31.6,
072524,R,PA,A,"FLIR072524RPAA01, FLIR072524RPAA02",30.9,
072524,R,4A9S,A,"FLIR072524R4A9SA01, FLIR072524R4A9SA02",29.8,
072524,R,US,A,"FLIR072524RUSA01, FLIR072524RUSA02",31.0,
072924,R,95,M,"FLIR072924R95M01, FLIR072924R95M02",33.2,
072924,R,86,M,"FLIR072924R86M01, FLIR072924R86M02, FLIR072924R86M03",29.2,
072924,R,77,M,"FLIR072924R77M01, FLIR072924R77M02",29.4,
072924,R,BRA,M,"FLIR072924RBRAM01, FLIR072924RBRAM02",31.8,
072924,R,53,M,"FLIR072924R53M01, FLIR072924R53M02",30.3,
072924,R,45,M,"FLIR072924R45M01, FLIR072924R45M02",31.4,
072924,R,25,A,"FLIR072924R25A01, FLIR072924R25A02, FLIR072924R25A03",30.9,
072924,R,PA,A,"FLIR072924RPAA01, FLIR072924RPAA02, FLIR072924RPAA03",30.2,
072924,R,4A9S,A,"FLIR072924R4A9SA01, FLIR072924R4A9SA02, FLIR072924R4A9SA03",32.8,
072924,R,US,A,"FLIR072924RUSA01, FLIR072924RUSA02, FLIR072924RUSA03",32.1,
073024,R,95,M,"FLIR073024R95M01, FLIR073024R95M02, FLIR073024R95M03",30.2,
073024,R,86,M,"FLIR073024R86M01, FLIR073024R86M02",30.3,
073024,R,77,M,"FLIR073024R77M01, FLIR073024R77M02",29.3,
073024,R,BRA,M,"FLIR073024RBRAM01, FLIR073024RBRAM02",31.0,
073024,R,53,M,"FLIR073024R53M01, FLIR073024R53M02, FLIR073024R53M03",31.6,
073024,R,45,M,"FLIR073024R45M01, FLIR073024R45M02, FLIR073024R45M03",32.1,
073024,R,25,M,"FLIR073024R25M01, FLIR073024R25M02, FLIR073024R25M03",30.3,
073024,R,PA,M,"FLIR073024RPAM01, FLIR073024RPAM02, FLIR073024RPAM03",31.4,
073024,R,4A9S,M,"FLIR073024R4A9SM01, FLIR073024R4A9SM02, FLIR073024R4A9SM03",31.8,
073024,R,US,M,"FLIR073024RUSM01, FLIR073024RUSM02, FLIR073024RUSM03",32.0,
073024,R,95,M,"FLIR073024R95M01, FLIR073024R95M02, FLIR073024R95M03",34.0,
073024,R,86,A,"FLIR073024R86A01, FLIR073024R86A02, FLIR073024R86A03",31.4,
073024,R,77,A,"FLIR073024R77A01, FLIR073024R77A02, FLIR073024R77A03",30.6,
073024,R,BRA,A,"FLIR073024RBRAA01, FLIR073024RBRAA02, FLIR073024RBRAA03",32.5,
073024,R,53,A,"FLIR073024R53A01, FLIR073024R53A02",31.9,
073024,R,45,A,"FLIR073024R45A01, FLIR073024R45A02, FLIR073024R45A03",32.4,
073024,R,4A9S,A,"FLIR073024R4A9SA01, FLIR073024R4A9SA02",32.6,
073024,R,US,A,"FLIR073024RUSA01, FLIR073024RUSA02, FLIR073024RUSA03",32.7,
080124,R,95,M,"FLIR080124R95M01, FLIR080124R95M02",32.7,
080124,R,86,M,"FLIR080124R86M01, FLIR080124R86M02, FLIR080124R86M03",32.6,
080124,R,77,M,"FLIR080124R77M01, FLIR080124R77M02, FLIR080124R77M03",31.6,
080124,R,BRA,M,"FLIR080124RBRAM01, FLIR080124RBRAM02, FLIR080124RBRAM03",32.3,
080124,R,53,M,"FLIR080124R53M01, FLIR080124R53M02, FLIR080124R53M03",31.6,
080124,R,45,M,"FLIR080124R45M01, FLIR080124R45M02, FLIR080124R45M03",32.3,
080124,R,25,M,"FLIR080124R25M01, FLIR080124R25M02, FLIR080124R25M03",32.7,
080124,R,PA,M,"FLIR080124RPAM01, FLIR080124RPAM02, FLIR080124RPAM03",32.7,
080124,R,4A9S,M,"FLIR080124R4A9SM01, FLIR080124R4A9SM02",32.4,
080124,R,US,M,"FLIR080124RUSM01, FLIR080124RUSM02, FLIR080124RUSM03",32.8,
080124,R,95,A,"FLIR080124R95A01, FLIR080124R95A02, FLIR080124R95A03",34.4,
080124,R,86,A,"FLIR080124R86A01, FLIR080124R86A02",33.2,
080124,R,77,A,"FLIR080124R77A01, FLIR080124R77A02",33.7,
080124,R,BRA,A,"FLIR080124RBRAA01, FLIR080124RBRAA02",33.9,
080124,R,53,A,"FLIR080124R53A01, FLIR080124R53A02",34.3,
080124,R,45,A,FLIR080124R45A01,34.0,
080124,R,36,A,"FLIR080124R36A01, FLIR080124R36A02",34.2,
080124,R,25,A,"FLIR080124R25A01, FLIR080124R25A02",34.3,
080124,R,PA,A,"FLIR080124RPAA01, FLIR080124RPAA02",34.8,
080124,R,4A9S,A,"FLIR080124R4A9SA01, FLIR080124R4A9SA02",33.9,
080124,R,US,A,"FLIR080124RUSA01, FLIR080124RUSA02",34.2,
070824,S,42,A,"FLIR070824S42A01, FLIR070824S42A02, FLIR070824S42A03, FLIR070824S42A04, FLIR070824S42A05, FLIR070824S42A06, FLIR070824S42A07",33.5,
070924,S,42,A,"FLIR070924S42A01, FLIR070924S42A02, FLIR070924S42A03",33.4,
071024,S,42,A,"FLIR071024S42A01, FLIR071024S42A02, FLIR071024S42A03, FLIR071024S42A04, FLIR071024S42A05, FLIR071024S42A06, FLIR071024S42A07",33.7,
071524,S,42,A,"FLIR071524S42A01, FLIR071524S42A02, FLIR071524S42A03, FLIR071524S42A04",33.7,
071624,S,42,A,"FLIR071624S42A01, FLIR071624S42A02, FLIR071624S42A03, FLIR071624S42A04, FLIR071624S42A05, FLIR071624S42A06",33.8,
071724,S,42,A,"FLIR071724S42A01, FLIR071724S42A02, FLIR071724S42A03, FLIR071724S42A04, FLIR071724S42A05, FLIR071724S42A06",33.8,
072424,S,42,A,"FLIR072424S42A01, FLIR072424S42A02, FLIR072424S42A03, FLIR072424S42A04, FLIR072424S42A05, FLIR072424S42A06",32.9,
072524,S,42,A,"FLIR072524S42A01, FLIR072524S42A02, FLIR072524S42A03, FLIR072524S42A04, FLIR072524S42A05, FLIR072524S42A06, FLIR072524S42A07, FLIR072524S42A08",33.6,
072924,S,42,A,"FLIR072924S42A01, FLIR072924S42A02, FLIR072924S42A03",32.3,32.9
073024,S,42,M,"FLIR073024S42M01, FLIR073024S42M02",30.1,32.3
073124,S,42,A,"FLIR073124S42A01, FLIR073124S42A02, FLIR073124S42A03, FLIR073124S42A04",34.1,
080124,S,42,A,"FLIR080124S42A01, FLIR080124S42A02, FLIR080124S42A03",33.1,33.1